location,total_sqft,bath,price,bhk,encoded_loc
Hebbal,1345.0,2,97.0,2,95
Others,1500.0,2,45.0,2,184
Vijayanagar,1180.0,2,86.0,2,231
Others,1800.0,3,85.0,3,184
Kothannur,1240.0,2,39.85,3,149
CV Raman Nagar,1020.0,2,55.0,2,57
Others,2095.0,3,142.0,3,184
Gunjur,1362.0,3,62.63,3,88
Yelahanka,694.0,1,30.84,1,237
Vittasandra,1404.0,2,70.0,2,234
Electronic City Phase II,1192.0,2,47.0,3,78
Vittasandra,1259.0,2,67.48,2,234
Kengeri,1000.0,2,34.0,2,139
Rachenahalli,985.0,2,49.97,2,193
Indira Nagar,850.0,1,60.0,1,112
Uttarahalli,1650.0,2,50.0,3,226
Ambedkar Nagar,1367.0,2,86.0,2,15
Rajaji Nagar,1210.0,2,81.0,3,195
Others,1190.0,2,48.6,2,184
Sarjapur,1175.0,2,42.0,2,203
Whitefield,1140.0,2,40.0,2,235
Hoskote,1095.0,2,33.6,2,106
Gubbalala,1435.0,2,80.0,3,87
Choodasandra,725.0,2,36.0,2,64
Others,1600.0,2,88.0,3,184
Nehru Nagar,1674.0,3,90.0,3,180
Kanakpura Road,1703.0,3,130.0,3,131
Padmanabhanagar,1350.0,3,71.55,3,185
Horamavu Agara,1145.0,2,41.21,2,101
7th Phase JP Nagar,1100.0,3,60.0,2,8
Kothanur,2700.0,4,175.0,4,150
Kanakpura Road,1600.0,3,90.0,3,131
Horamavu Agara,1250.0,4,100.0,4,101
Laggere,620.0,2,48.0,1,156
Raja Rajeshwari Nagar,1630.0,3,60.65,3,194
Hennur Road,1020.0,2,45.0,2,99
Hosakerehalli,1410.0,2,53.58,3,105
KR Puram,1200.0,4,83.0,4,119
Banaswadi,1200.0,2,60.0,2,35
Old Airport Road,1050.0,2,50.0,2,182
Whitefield,1356.0,2,94.84,2,235
Whitefield,1338.0,2,103.0,2,235
Others,1280.0,2,100.0,3,184
Raja Rajeshwari Nagar,1531.0,3,51.77,3,194
Anekal,620.0,1,23.5,2,19
8th Phase JP Nagar,1605.0,2,65.0,3,9
Thanisandra,1917.0,3,110.0,3,219
Sarjapur  Road,1400.0,3,55.0,3,204
Thubarahalli,2625.0,3,175.0,3,221
Hennur Road,2041.0,3,128.0,3,99
Sarjapur  Road,2070.0,4,160.0,3,204
Hebbal,1110.0,3,59.0,3,95
Ambedkar Nagar,3565.0,4,255.0,4,15
Varthur Road,1033.0,2,30.47,3,228
HSR Layout,1142.0,2,65.0,2,92
Others,1500.0,2,75.0,3,184
Electronic City Phase II,1502.0,3,50.0,3,78
Others,1176.0,2,45.0,3,184
Hosa Road,1063.0,2,32.8,2,104
Kammanahalli,1100.0,2,60.0,2,128
Others,1044.0,2,85.0,2,184
6th Phase JP Nagar,1216.0,2,60.0,2,7
Others,1425.0,3,55.0,3,184
Hosur Road,1345.0,2,108.0,2,107
Bellandur,3600.0,4,245.0,4,44
Uttarahalli,1025.0,2,35.88,2,226
Lakshminarayana Pura,3050.0,2,90.0,3,157
Kadubeesanahalli,1424.0,2,75.0,3,120
Others,1285.0,2,45.0,2,184
Babusapalaya,1450.0,2,55.99,2,27
Raja Rajeshwari Nagar,1160.0,2,70.0,2,194
Others,2000.0,2,95.0,3,184
Uttarahalli,1125.0,2,47.65,2,226
Old Madras Road,3900.0,4,175.0,4,183
Raja Rajeshwari Nagar,1133.0,2,38.37,2,194
Arekere,1240.0,2,60.0,2,22
Devanahalli,1466.0,3,77.59,3,69
Akshaya Nagar,1300.0,2,54.0,2,13
Thanisandra,1996.0,4,123.0,3,219
Others,1320.0,2,55.0,3,184
Sarjapur  Road,1435.0,3,90.0,3,204
Rayasandra,1601.0,3,70.0,3,199
Kadubeesanahalli,1257.0,2,93.0,2,120
Iblur Village,3596.0,5,260.0,4,111
Kasavanhalli,1309.0,2,95.0,2,134
Yeshwanthpur,1362.0,2,100.0,2,240
Whitefield,1115.0,2,55.0,2,235
Others,1322.0,2,61.99,2,184
Others,1450.0,2,65.0,3,184
Banashankari,1185.0,2,67.0,2,30
7th Phase JP Nagar,1790.0,3,120.0,3,8
Whitefield,3450.0,4,208.0,3,235
Devanahalli,775.0,1,39.0,1,69
Hoodi,1000.0,2,48.0,2,100
Thanisandra,1183.0,2,77.25,2,219
Others,425.0,1,15.0,1,184
Others,820.0,2,30.0,2,184
Ramagondanahalli,1151.0,2,43.6,2,197
Hulimavu,1320.0,2,59.0,3,108
Hegde Nagar,1847.0,3,123.0,3,97
Devanahalli,1020.0,2,49.87,1,69
Somasundara Palya,1650.0,3,95.0,3,212
Electronic City,2400.0,2,78.0,3,77
Mysore Road,1360.0,3,47.6,3,171
Brookefield,1089.0,2,49.0,2,55
Yelahanka,1115.0,2,60.0,2,237
Kudlu Gate,1215.0,2,45.0,2,152
Sarjapur  Road,1194.0,2,51.0,2,204
Kannamangala,1536.0,3,104.0,3,132
Electronic City,1571.0,3,83.0,3,77
Others,900.0,1,70.0,2,184
Budigere,664.0,1,35.4,1,56
 Devarachikkanahalli,1230.0,2,58.0,2,0
Hegde Nagar,1340.0,2,72.0,2,97
Sarjapur,1240.0,2,43.1,2,203
Electronic City,1470.0,2,44.1,3,77
Kanakpura Road,525.0,2,29.25,1,131
Others,1000.0,2,35.0,2,184
Gunjur,1071.0,2,51.0,2,88
Sector 2 HSR Layout,1512.0,3,80.0,3,206
Kalyan nagar,1190.0,2,60.0,2,126
Kanakpura Road,1283.0,2,63.22,2,131
Mallasandra,1325.0,2,73.0,2,162
Whitefield,1105.0,2,35.36,2,235
Banaswadi,1600.0,3,74.5,3,35
Kanakpura Road,1150.0,2,41.145,2,131
Hennur,1100.0,2,44.55,2,98
Talaghattapura,2099.0,3,147.0,3,218
Yelachenahalli,1365.0,2,72.0,3,236
Hosur Road,1250.0,2,55.0,2,107
Bellandur,1170.0,2,46.79,2,44
Kanakpura Road,1328.0,2,91.06,2,131
1st Phase JP Nagar,1180.0,2,88.5,2,2
Electronic City,1350.0,3,66.0,3,77
Others,3602.0,4,280.0,4,184
Nagasandra,2400.0,4,145.0,4,175
Electronic City Phase II,1020.0,2,32.0,2,78
Begur Road,1410.0,2,49.34,3,43
Others,2159.0,3,120.0,3,184
TC Palaya,1200.0,2,66.0,3,217
Whitefield,1074.0,2,42.79,2,235
Sarjapur,1170.0,2,35.41,3,203
Tumkur Road,1026.5,1,31.315,1,224
Bommanahalli,1660.0,2,100.0,3,51
Others,510.0,1,34.0,1,184
Mahadevpura,1601.0,3,95.0,3,160
Begur Road,952.0,2,42.0,2,43
Others,1166.0,2,65.0,2,184
Electronic City Phase II,1900.0,3,97.0,4,78
Yelenahalli,1175.0,2,50.0,2,239
Bharathi Nagar,1432.0,2,68.0,2,46
Bommasandra Industrial Area,1005.0,2,39.77,2,53
Rajiv Nagar,1309.0,2,80.0,2,196
7th Phase JP Nagar,1050.0,2,77.0,2,8
Begur Road,1565.0,2,56.34,3,43
Others,940.0,2,56.0,2,184
Others,1015.0,2,40.1,2,184
Electronic City,1652.0,3,110.0,3,77
Whitefield,1100.0,2,52.0,2,235
Rajiv Nagar,2340.0,4,145.0,4,196
Kammanahalli,1200.0,1,81.0,2,128
Others,1400.0,3,69.0,3,184
Whitefield,1267.0,2,90.33,2,235
Bhoganhalli,2439.0,4,185.0,4,47
Electronic City,1320.0,2,38.12,3,77
Ananth Nagar,1000.0,2,29.7,2,18
Kengeri Satellite Town,2480.0,2,160.0,2,140
Kalyan nagar,1086.0,2,44.5,2,126
Kengeri,416.0,1,18.0,1,139
Hennur Road,1066.0,2,52.23,2,99
OMBR Layout,1730.0,3,93.0,3,181
Balagere,1205.0,2,63.86,2,29
Marathahalli,2500.0,5,175.0,4,165
Subramanyapura,960.0,2,55.0,2,215
Haralur Road,1510.0,3,83.05,3,93
Others,1600.0,4,90.0,4,184
Old Madras Road,2300.0,3,142.0,3,183
Others,1000.0,2,63.0,2,184
Hormavu,1553.0,2,58.23,3,103
Seegehalli,1134.0,2,45.0,2,208
Horamavu Agara,2400.0,3,80.0,5,101
Whitefield,2400.0,4,143.0,4,235
Others,1350.0,2,65.0,2,184
Sarjapur,1032.0,2,42.0,2,203
Others,1998.0,3,117.0,3,184
Murugeshpalya,1225.0,2,48.0,2,170
Sarjapur  Road,1262.0,2,67.0,2,204
Kothannur,1070.0,2,38.6,2,149
Others,950.0,2,33.0,2,184
Balagere,1012.0,2,53.58,2,29
TC Palaya,1000.0,2,70.0,2,217
Kadugodi,1394.0,2,56.0,2,121
Amruthahalli,1450.0,2,85.0,3,16
Others,527.0,1,35.0,1,184
Sarjapur  Road,1693.0,3,125.0,3,204
Horamavu Agara,1000.0,2,46.0,2,101
Kogilu,952.0,2,49.0,2,146
Mysore Road,1410.0,2,64.0,3,171
Hebbal Kempapura,1400.0,2,108.0,2,96
Chikka Tirupathi,3056.0,5,100.0,4,61
Sarjapur  Road,1826.0,3,125.0,3,204
Bisuvanahalli,1075.0,2,31.0,3,50
Hennur,960.0,2,48.0,2,98
Channasandra,808.0,2,40.0,2,60
Kodichikkanahalli,907.0,2,38.5,2,142
Uttarahalli,1300.0,2,55.0,2,226
Others,1350.0,3,81.0,3,184
Whitefield,1836.0,3,125.0,3,235
Others,826.0,2,36.0,2,184
6th Phase JP Nagar,1460.0,2,80.0,2,7
BTM 2nd Stage,965.0,2,56.0,2,25
Kothannur,2000.0,4,95.0,4,149
Bhoganhalli,1395.0,2,70.0,3,47
Sarjapur  Road,1660.0,3,116.0,3,204
Others,935.0,2,35.0,2,184
Others,1180.0,2,39.0,2,184
Electronic City,1090.0,2,31.48,2,77
Kanakpura Road,1204.0,2,82.0,2,131
Thigalarapalya,2072.0,4,153.0,3,220
Haralur Road,1056.0,2,65.0,2,93
Hebbal,985.0,2,62.0,2,95
Banashankari Stage V,1315.0,2,49.0,3,33
KR Puram,734.0,2,22.0,2,119
Kammanahalli,2900.0,4,200.0,4,128
Yelahanka,2317.0,4,140.0,3,237
Singasandra,600.0,1,45.0,1,211
Others,2200.0,3,115.0,4,184
Attibele,400.0,1,11.5,1,23
Yeshwanthpur,666.0,1,36.8,1,240
7th Phase JP Nagar,1174.0,2,47.0,2,8
Budigere,1153.0,2,56.7,2,56
Narayanapura,2400.0,5,85.0,5,178
Sarjapur  Road,1060.0,2,50.0,2,204
Banashankari,1000.0,2,50.0,2,30
Kanakpura Road,1843.0,3,88.0,3,131
Kanakpura Road,1150.0,2,40.25,3,131
Kaval Byrasandra,1125.0,2,41.5,2,137
Battarahalli,1516.0,3,65.0,3,41
Brookefield,1130.0,2,56.0,2,55
Iblur Village,3596.0,5,279.0,4,111
Hosa Road,1512.0,3,103.0,3,104
Thanisandra,1491.0,3,88.0,3,219
Cox Town,1250.0,2,95.0,2,66
Banashankari,1650.0,3,90.75,3,30
Raja Rajeshwari Nagar,1140.0,2,48.7,2,194
Thanisandra,1881.0,3,95.0,3,219
Kanakpura Road,1100.0,3,56.57,3,131
Iblur Village,2666.0,4,200.0,3,111
Others,1500.0,2,50.0,2,184
Whitefield,1197.0,2,50.0,2,235
Others,2400.0,4,170.0,6,184
Gollarapalya Hosahalli,1345.0,3,60.0,3,84
Bannerghatta Road,3230.0,5,165.0,4,38
Banashankari Stage II,1260.0,2,95.0,3,31
9th Phase JP Nagar,1200.0,2,80.0,2,10
Others,1650.0,3,52.0,3,184
Others,600.0,1,45.0,1,184
Hennur Road,973.0,2,56.0,2,99
Balagere,1007.0,2,75.0,2,29
Hosa Road,1107.5,1,39.99,1,104
Sarjapur  Road,1830.0,3,119.0,3,204
Nagavara,1077.0,2,50.0,2,176
Others,672.0,1,27.0,1,184
Others,1280.0,3,87.0,3,184
Electronics City Phase 1,865.0,2,40.0,2,79
Kalena Agrahara,1000.0,2,33.0,2,125
CV Raman Nagar,1285.0,2,65.0,2,57
Thanisandra,662.0,1,29.0,1,219
Sarjapura - Attibele Road,3750.0,6,295.0,5,205
Others,1850.0,3,95.0,3,184
Harlur,1754.0,3,132.0,3,94
Others,1567.0,3,100.0,3,184
Hoskote,1695.0,3,50.0,3,106
Bellandur,1150.0,2,69.44,2,44
Karuna Nagar,1057.0,2,65.0,2,133
Hebbal,1320.0,2,91.0,2,95
Others,1125.0,2,48.0,2,184
Kanakpura Road,2254.0,3,170.0,3,131
Balagere,645.0,1,34.18,1,29
Rachenahalli,1050.0,2,52.08,2,193
Panathur,1040.0,2,41.6,2,187
1st Block Jayanagar,1760.0,3,115.0,3,1
Whitefield,3596.0,3,200.0,3,235
Others,1365.0,3,54.0,3,184
Others,560.0,1,19.0,1,184
Bellandur,1540.0,4,45.0,4,44
Electronic City,1050.0,2,39.0,3,77
Yelahanka,1653.0,3,93.0,3,237
Others,1471.0,2,75.0,3,184
Kudlu Gate,812.0,2,38.25,2,152
8th Phase JP Nagar,1504.0,2,83.0,3,9
Mahadevpura,1450.0,3,75.0,3,160
Kannamangala,957.0,2,54.5,2,132
Budigere,1820.0,3,85.0,3,56
Varthur Road,1033.0,2,32.0,2,228
Others,520.0,2,29.0,1,184
OMBR Layout,1165.0,2,88.5,2,181
Gottigere,1280.0,2,61.0,2,85
Kanakpura Road,1550.0,3,65.1,3,131
Jigani,1221.0,3,75.0,3,117
Hoskote,1065.0,2,31.5,2,106
Yelahanka New Town,1209.0,2,65.0,3,238
Sarjapur  Road,1929.0,4,101.0,3,204
Hennur Road,1255.0,2,84.0,2,99
Jalahalli,1035.0,2,31.05,2,115
Whitefield,1275.0,2,65.0,3,235
Electronic City,1128.0,2,65.58,2,77
Whitefield,1155.0,2,39.0,2,235
Kengeri,1245.0,2,43.57,3,139
Akshaya Nagar,1000.0,2,38.0,2,13
7th Phase JP Nagar,1040.0,2,75.0,2,8
Others,1477.0,2,75.0,3,184
Sarjapur  Road,1525.0,2,65.0,3,204
Others,2000.0,2,120.0,2,184
Others,1220.0,2,65.0,2,184
Hebbal,2388.0,3,195.0,3,95
Electronic City,1355.0,2,97.6,2,77
Whitefield,1141.0,2,62.0,2,235
Vijayanagar,1046.0,2,49.06,2,231
Bannerghatta Road,630.0,1,35.0,1,38
Pattandur Agrahara,1247.0,2,62.35,2,189
Marathahalli,3855.0,4,220.0,4,165
Others,850.0,2,32.5,2,184
KR Puram,1120.0,2,36.0,2,119
Jakkur,1798.0,3,110.0,3,114
Bisuvanahalli,1180.0,2,45.0,3,50
Kereguddadahalli,1000.0,2,34.0,2,141
Whitefield,1216.0,2,82.0,2,235
Margondanahalli,900.0,2,65.0,2,166
TC Palaya,1100.0,2,65.0,2,217
Whitefield,1495.0,3,88.0,2,235
Kanakpura Road,1700.0,3,120.0,3,131
Whitefield,1564.0,3,103.0,3,235
Others,1256.0,2,65.0,2,184
Bhoganhalli,1458.0,3,78.45,3,47
Hoodi,1063.0,2,61.17,2,100
Garudachar Palya,1150.0,2,52.5,2,82
Ramamurthy Nagar,1360.0,2,45.0,2,198
Marathahalli,1605.0,3,76.0,3,165
LB Shastri Nagar,1250.0,2,48.5,2,155
Dommasandra,850.0,2,25.4,2,75
Uttarahalli,980.0,2,45.0,2,226
Others,1428.0,2,70.0,3,184
Others,1130.0,2,74.0,2,184
JP Nagar,2050.0,3,82.0,3,113
Others,1407.0,2,83.87,2,184
Whitefield,1585.0,3,84.0,3,235
Jakkur,1785.0,3,130.0,3,114
Kanakpura Road,1843.0,3,96.2,3,131
Others,1200.0,2,67.0,2,184
Akshaya Nagar,1113.0,2,52.0,2,13
Anekal,1150.0,3,45.0,3,19
Kodichikkanahalli,1181.0,2,57.0,2,142
Kanakpura Road,1550.0,3,64.7,3,131
1st Phase JP Nagar,1200.0,2,86.0,2,2
Lingadheeranahalli,1506.0,3,95.0,3,158
Others,1872.0,3,152.0,3,184
Talaghattapura,1040.0,2,33.28,2,218
Hennur,1020.0,2,48.0,2,98
Others,1400.0,3,90.0,3,184
Others,812.0,1,26.0,1,184
Kanakpura Road,1500.0,3,72.99,3,131
Ananth Nagar,850.0,2,25.99,2,18
Kaval Byrasandra,1180.0,2,60.0,2,137
Channasandra,1010.0,2,36.0,2,60
Marathahalli,1350.0,2,60.0,2,165
Talaghattapura,1100.0,2,50.0,2,218
Kanakpura Road,1450.0,2,62.93,3,131
Raja Rajeshwari Nagar,1133.0,2,40.0,2,194
Thanisandra,1564.0,3,100.0,3,219
Thigalarapalya,2072.0,4,157.0,3,220
Kanakapura,1460.0,2,51.1,3,130
Others,600.0,2,35.0,1,184
Others,700.0,2,35.0,2,184
Yelahanka,654.0,1,38.0,1,237
Others,1105.0,2,50.0,2,184
Others,1000.0,2,51.0,2,184
Others,1240.0,2,63.0,3,184
Bellandur,1200.0,2,45.0,2,44
Yelahanka New Town,1400.0,2,80.0,3,238
Others,1393.0,3,54.0,3,184
Whitefield,1140.0,2,50.0,2,235
Others,1640.0,3,70.0,3,184
Others,1200.0,2,62.0,2,184
Yelenahalli,1650.0,3,68.0,3,239
Nagavara,2496.0,4,125.0,4,176
9th Phase JP Nagar,905.0,2,32.0,2,10
HAL 2nd Stage,1600.0,3,125.0,3,89
Chikkalasandra,1070.0,2,45.48,2,63
8th Phase JP Nagar,2600.0,4,115.0,4,9
Old Airport Road,1145.0,2,75.0,2,182
Others,1495.0,3,55.0,3,184
Others,1400.0,3,53.0,3,184
Whitefield,1558.0,3,90.0,3,235
Balagere,1007.0,2,53.0,2,29
Others,1054.0,2,53.0,2,184
Gollarapalya Hosahalli,996.0,2,49.0,2,84
Others,1275.0,2,47.0,2,184
NRI Layout,1250.0,2,75.0,2,173
Hennur,2502.0,4,170.0,4,98
Others,1394.0,2,52.0,2,184
Others,1075.0,2,57.0,2,184
Indira Nagar,1500.0,3,120.0,3,112
Rayasandra,1708.0,3,76.0,4,199
Others,1800.0,4,115.0,3,184
Harlur,1532.0,2,65.0,2,94
Others,1220.0,2,54.89,2,184
Hosa Road,840.0,2,28.0,2,104
Bommanahalli,1250.0,4,39.0,3,51
CV Raman Nagar,1030.0,2,35.0,2,57
Others,1499.0,3,89.0,3,184
Others,1280.0,2,55.0,3,184
Munnekollal,1170.0,2,59.0,2,169
Chikka Tirupathi,2646.0,3,99.0,3,61
Yelahanka,1633.0,2,72.0,2,237
Others,1050.0,2,65.0,2,184
Raja Rajeshwari Nagar,1510.0,2,55.0,3,194
Chikkalasandra,1390.0,2,60.47,3,63
Kasturi Nagar,1101.0,2,66.0,2,135
Others,2736.0,4,130.0,4,184
EPIP Zone,2350.0,4,163.0,3,76
Others,1056.0,2,55.0,2,184
Kanakpura Road,1425.0,2,49.88,3,131
Electronics City Phase 1,1450.0,3,70.0,3,79
Pai Layout,1000.0,2,34.0,2,186
Haralur Road,575.0,1,38.0,1,93
Others,1770.0,3,90.0,3,184
Anandapura,616.0,3,45.0,2,17
JP Nagar,745.0,1,34.27,1,113
Kudlu Gate,1547.0,2,103.0,2,152
Panathur,1713.0,3,120.0,3,187
Others,1152.0,2,57.0,2,184
Dodda Nekkundi,1100.0,2,46.75,2,70
Narayanapura,2357.0,3,135.0,3,178
Akshaya Nagar,1820.0,4,95.0,3,13
Kannamangala,1865.0,3,139.0,3,132
Kanakpura Road,1240.0,2,65.0,2,131
Padmanabhanagar,1360.0,3,75.0,3,185
ISRO Layout,4200.0,4,255.0,4,109
Electronics City Phase 1,1450.0,2,63.51,3,79
Budigere,1139.0,2,72.0,2,56
Begur Road,1565.0,2,56.0,3,43
Others,1200.0,2,39.0,2,184
Yeshwanthpur,1855.0,3,140.0,3,240
Margondanahalli,1100.0,2,55.0,2,166
Hosur Road,660.0,1,23.0,1,107
Kambipura,1083.0,2,48.0,3,127
Hennur Road,1232.0,2,83.0,2,99
Raja Rajeshwari Nagar,1550.0,3,86.8,3,194
Whitefield,1227.0,2,70.0,2,235
Sarjapur  Road,1059.0,2,68.0,2,204
Mahadevpura,1152.0,2,54.0,2,160
Kenchenahalli,870.0,1,45.0,2,138
Panathur,1210.0,2,78.0,2,187
Thanisandra,663.0,1,46.1,1,219
Kadubeesanahalli,1365.0,3,80.0,3,120
Whitefield,1704.0,3,120.0,3,235
Whitefield,1256.0,2,73.0,2,235
Kengeri,883.0,2,49.0,2,139
Bisuvanahalli,1080.0,2,45.0,3,50
9th Phase JP Nagar,1073.0,2,52.36,2,10
Thanisandra,662.0,1,45.0,1,219
5th Phase JP Nagar,1550.0,3,75.0,3,6
Banashankari,1310.0,2,80.43,2,30
Sarjapur  Road,1577.0,3,65.0,3,204
Kodigehaali,1324.0,3,65.0,3,143
Kothanur,1786.0,2,106.0,3,150
Others,565.0,1,33.0,1,184
Electronic City,635.0,1,28.0,1,77
8th Phase JP Nagar,1368.0,2,54.71,3,9
Kanakpura Road,1450.0,3,55.0,3,131
Devanahalli,1045.0,2,48.0,2,69
Electronic City,1128.0,2,65.4,2,77
Bhoganhalli,1125.0,2,54.0,2,47
Whitefield,1195.0,2,62.38,2,235
Kaggadasapura,1350.0,2,105.0,3,122
Domlur,1740.0,3,120.0,3,74
Bommasandra,877.0,2,29.0,2,52
Whitefield,1770.0,4,68.0,3,235
Yelahanka New Town,450.0,1,15.0,1,238
Others,1000.0,2,55.0,2,184
Whitefield,1300.0,2,78.0,2,235
Doddathoguru,1300.0,2,42.0,3,73
Others,1250.0,2,62.4,2,184
Others,2400.0,4,130.0,3,184
Kanakpura Road,1420.0,3,68.0,3,131
Others,1720.0,3,83.0,3,184
Anandapura,1200.0,2,66.0,3,17
Whitefield,1570.0,3,88.0,3,235
Sarjapur  Road,1157.0,2,74.0,3,204
Kanakapura,1120.0,2,39.2,2,130
Kenchenahalli,1150.0,2,60.0,2,138
Kodichikkanahalli,900.0,2,42.0,2,142
Talaghattapura,1372.0,2,43.9,3,218
Chikka Tirupathi,4500.0,5,150.0,4,61
Bisuvanahalli,1180.0,2,55.5,3,50
Electronic City,1096.0,2,39.0,2,77
Yeshwanthpur,2504.0,3,138.0,3,240
Others,420.0,1,23.5,1,184
Hennur Road,1832.0,3,116.0,3,99
Vasanthapura,940.0,2,40.0,2,229
Electronic City Phase II,1020.0,2,29.45,2,78
Abbigere,2500.0,6,81.0,6,12
Raja Rajeshwari Nagar,1400.0,2,45.0,2,194
Others,1675.0,3,65.0,3,184
Tumkur Road,708.0,2,32.0,2,224
Channasandra,1123.0,2,36.0,2,60
Talaghattapura,1100.0,2,49.49,2,218
Others,1225.0,2,71.05,2,184
Kengeri Satellite Town,410.0,1,15.0,1,140
Others,1350.0,4,90.0,4,184
Gubbalala,1475.0,2,80.0,2,87
Kengeri Satellite Town,1120.0,2,49.0,2,140
KR Puram,1150.0,2,42.0,2,119
Yeshwanthpur,1165.0,2,85.0,2,240
Harlur,1756.0,3,134.0,3,94
Ambedkar Nagar,1409.0,2,95.0,2,15
Mahadevpura,1212.0,2,56.9,2,160
Hegde Nagar,2087.01,3,115.0,3,97
Jalahalli East,1150.0,1,34.1,1,116
Sarjapur  Road,1700.0,3,118.0,3,204
Others,2562.5,3,91.855,3,184
Raja Rajeshwari Nagar,1110.0,2,52.0,2,194
Chikka Tirupathi,2704.0,5,105.0,4,61
Others,3760.0,2,280.0,2,184
Bhoganhalli,1205.0,2,64.47,2,47
Dasanapura,2400.0,5,100.0,4,67
Others,850.0,2,34.0,2,184
Raja Rajeshwari Nagar,1580.0,3,83.74,3,194
Whitefield,1216.0,2,84.03,2,235
Hebbal,1040.0,2,55.0,2,95
Others,1260.0,2,49.0,3,184
Kanakpura Road,1498.0,3,74.9,3,131
Vidyaranyapura,1200.0,2,65.0,3,230
Electronic City,1355.0,2,72.9,2,77
Whitefield,1240.0,2,70.0,2,235
Kanakpura Road,1300.0,2,55.0,3,131
Ambedkar Nagar,1950.0,4,120.0,3,15
OMBR Layout,1101.0,2,66.0,2,181
Whitefield,1216.0,2,72.5,2,235
Others,2100.0,3,70.0,3,184
Ananth Nagar,1470.0,3,54.0,3,18
Bannerghatta Road,1365.0,3,76.18,3,38
Hosa Road,1364.0,2,64.79,2,104
Banashankari Stage VI,1180.0,2,59.47,2,34
7th Phase JP Nagar,1800.0,3,130.0,3,8
Kothannur,1350.0,2,42.0,2,149
Thanisandra,1573.0,3,98.0,3,219
Others,1620.0,3,95.0,3,184
Doddakallasandra,1072.0,2,42.87,2,72
Others,560.0,1,21.0,1,184
Others,1156.0,2,46.0,2,184
Kudlu Gate,1336.0,2,86.0,2,152
Marathahalli,3400.0,4,235.0,4,165
Raja Rajeshwari Nagar,1608.0,3,54.51,3,194
Whitefield,1215.0,2,40.0,2,235
Green Glen Layout,1517.0,3,100.0,3,86
Mallasandra,1565.0,2,69.0,2,162
Whitefield,2025.0,4,115.0,3,235
Jalahalli,1057.0,2,34.71,2,115
Sarjapur,1044.0,2,34.0,2,203
Domlur,1695.0,3,125.0,3,74
Ramagondanahalli,1635.0,3,61.0,3,197
Others,1140.0,2,56.0,2,184
Electronic City,1150.0,2,35.0,2,77
Yeshwanthpur,1163.0,2,64.08,2,240
Thubarahalli,1418.0,2,65.0,3,221
Varthur,1155.0,2,60.0,2,227
Bannerghatta Road,1115.0,2,78.0,2,38
Others,2250.0,3,180.0,3,184
Others,1485.0,3,78.0,3,184
Others,1350.0,2,45.0,1,184
Yelahanka,1445.0,2,82.0,2,237
 Devarachikkanahalli,1705.0,3,75.0,3,0
Indira Nagar,2200.0,3,160.0,3,112
Bellandur,1830.0,3,90.0,3,44
Electronics City Phase 1,1450.0,3,58.0,3,79
Hoodi,1259.0,2,69.45,2,100
Subramanyapura,1260.0,2,73.0,3,215
Kudlu Gate,1919.0,3,121.0,3,152
Hennur Road,2050.0,3,120.0,3,99
Raja Rajeshwari Nagar,1640.0,3,86.8,3,194
Others,1488.0,2,65.0,3,184
Chikkalasandra,1265.0,2,53.12,3,63
Hennur,1640.0,3,120.0,3,98
9th Phase JP Nagar,1719.3,2,88.0,3,10
Kaggadasapura,1180.0,2,70.0,2,122
HBR Layout,1700.0,3,110.0,3,90
Kudlu Gate,1464.0,3,56.0,2,152
JP Nagar,1800.0,6,68.0,6,113
Yelahanka,1225.0,2,62.0,2,237
7th Phase JP Nagar,1050.0,2,68.0,2,8
Sarjapur  Road,1691.0,3,120.0,3,204
Others,1190.0,2,42.25,2,184
Hormavu,765.0,2,37.49,2,103
Chamrajpet,730.0,1,52.0,2,58
Old Madras Road,1350.0,3,45.9,3,183
Yelahanka New Town,500.0,1,18.0,1,238
7th Phase JP Nagar,1400.0,2,57.0,3,8
Hormavu,1668.0,2,120.0,3,103
Kenchenahalli,700.0,1,35.0,1,138
5th Phase JP Nagar,1485.0,2,66.0,3,6
Kanakpura Road,700.0,2,41.0,2,131
Whitefield,1346.0,2,100.0,3,235
Others,1050.0,2,43.5,2,184
Others,1800.0,3,53.0,3,184
Electronic City,1609.0,3,115.0,3,77
Electronic City,770.0,1,35.0,2,77
Kudlu,1076.0,2,50.0,2,151
Kengeri,1052.0,2,51.0,2,139
Channasandra,1000.0,2,35.0,2,60
Bommasandra Industrial Area,1000.0,2,28.88,2,53
Thanisandra,1262.0,2,83.0,3,219
Others,500.0,1,16.0,1,184
Ramagondanahalli,1251.0,2,53.0,2,197
Others,1140.0,2,49.0,2,184
Old Madras Road,1157.0,2,47.32,2,183
Others,648.0,1,34.0,1,184
Harlur,1197.0,2,78.0,2,94
Raja Rajeshwari Nagar,1500.0,3,51.04,3,194
Kumaraswami Layout,2400.0,2,125.0,3,153
Basaveshwara Nagar,900.0,2,60.0,2,40
Rachenahalli,2710.0,3,170.0,3,193
Others,1720.0,2,126.0,3,184
Yelahanka,602.0,1,38.0,1,237
Rachenahalli,1200.0,2,46.5,2,193
Kasavanhalli,1476.0,3,105.0,3,134
Thanisandra,1056.0,2,65.0,2,219
Others,825.0,2,35.0,2,184
EPIP Zone,1860.0,3,130.0,3,76
Gunjur,1063.0,2,40.0,2,88
